Reading List ID,Google Books ID,Apple Books ID,ISBN-13,Title,Subtitle,Authors,Page Count,Publication Date,Publisher,Description,Subjects,Language Code,Started Reading,Paused,Finished Reading,Did Not Finish,Current Page,Current Percentage,Rating,Notes,Lists
CD672212-9E9B-49B6-9242-CB32F186AAE4,A_1oCAAAQBAJ,,9781466853454,Death's End,,"Liu, Cixin",592,,Macmillan,"Soon to be a Netflix Original Series!

“The War of the Worlds for the 21st century... packed with a sense of wonder.” – Wall Street Journal

The New York Times bestselling conclusion to a tour de force near-future adventure trilogy from China's bestselling and beloved science fiction writer.

With The Three-Body Problem, English-speaking readers got their first chance to read China's most beloved science fiction author, Cixin Liu. The Three-Body Problem was released to great acclaim including coverage in The New York Times and The Wall Street Journal and reading list picks by Barack Obama and Mark Zuckerberg. It was also won the Hugo and Nebula Awards, making it the first translated novel to win a major SF award.

Now this epic trilogy concludes with Death's End. Half a century after the Doomsday Battle, the uneasy balance of Dark Forest Deterrence keeps the Trisolaran invaders at bay. Earth enjoys unprecedented prosperity due to the infusion of Trisolaran knowledge. With human science advancing daily and the Trisolarans adopting Earth culture, it seems that the two civilizations will soon be able to co-exist peacefully as equals without the terrible threat of mutually assured annihilation. But the peace has also made humanity complacent.

Cheng Xin, an aerospace engineer from the early twenty-first century, awakens from hibernation in this new age. She brings with her knowledge of a long-forgotten program dating from the beginning of the Trisolar Crisis, and her very presence may upset the delicate balance between two worlds. Will humanity reach for the stars or die in its cradle?

The Remembrance of Earth's Past Trilogy
The Three-Body Problem
The Dark Forest
Death's End

Other Books
Ball Lightning
Supernova Era
To Hold Up The Sky (forthcoming)

At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",Alien Contact; Fiction; Hard Science Fiction; Science Fiction,en,2020-09-12,,2020-10-01,,,,,,
2BFC2EBE-421C-4015-A351-15B3A98D6D0C,AlIxDwAAQBAJ,,9780316517904,Senlin Ascends,,"Bancroft, Josiah",384,,Orbit,"The first book in the word-of-mouth phenomenon debut fantasy series about one man's dangerous journey through a labyrinthine world. 
""One of my favorite books of all time"" - Mark Lawrence
The Tower of Babel is the greatest marvel in the world. Immense as a mountain, the ancient Tower holds unnumbered ringdoms, warring and peaceful, stacked one on the other like the layers of a cake. It is a world of geniuses and tyrants, of luxury and menace, of unusual animals and mysterious machines.
Soon after arriving for his honeymoon at the Tower, the mild-mannered headmaster of a small village school, Thomas Senlin, gets separated from his wife, Marya, in the overwhelming swarm of tourists, residents, and miscreants.
Senlin is determined to find Marya, but to do so he'll have to navigate madhouses, ballrooms, and burlesque theaters. He must survive betrayal, assassins, and the illusions of the Tower. But if he hopes to find his wife, he will have to do more than just endure.
 This quiet man of letters must become a man of action.
The Books of BabelSenlin AscendsArm of the Sphinx",Action & Adventure; Epic; Fantasy; Fiction; Historical,en,2019-11-22,,2019-11-28,,,,,,
6CF554C2-EEAF-4972-9DC8-3518F34778D9,AmNDDwAAQBAJ,,9780425285954,Dark Age,,"Brown, Pierce",800,,Random House Publishing Group,"NEW YORK TIMES BESTSELLER • The bestselling author of Morning Star returns to the Red Rising universe with the thrilling sequel to Iron Gold.

“Brown’s plots are like a depth charge of nitromethane dropped in a bucket of gasoline. His pacing is 100% him standing over it all with a lit match and a smile, waiting for us to dare him to drop it.”—NPR

He broke the chains. Then he broke the world….

A decade ago Darrow led a revolution, and laid the foundations for a new world. Now he’s an outlaw.

Cast out of the very Republic he founded, with half his fleet destroyed, he wages a rogue war on Mercury. Outnumbered and outgunned, is he still the hero who broke the chains? Or will he become the very evil he fought to destroy?

In his darkening shadow, a new hero rises.

Lysander au Lune, the displaced heir to the old empire, has returned to bridge the divide between the Golds of the Rim and Core. If united, their combined might may prove fatal to the fledgling Republic.

On Luna, the embattled Sovereign of the Republic, Virginia au Augustus, fights to preserve her precious demokracy and her exiled husband. But one may cost her the other, and her son is not yet returned.

Abducted by enemy agents, Pax au Augustus must trust in a Gray thief, Ephraim, for his salvation.

Far across the void, Lyria, a Red refugee accused of treason, makes a desperate bid for freedom with the help of two unlikely new allies.

Fear dims the hopes of the Rising, and as power is seized, lost, and reclaimed, the worlds spin on and on toward a new Dark Age.

Don’t miss any of Pierce Brown’s Red Rising Saga:
RED RISING • GOLDEN SON • MORNING STAR • IRON GOLD • DARK AGE",Action & Adventure; Dystopian; Fiction; Science Fiction,en,2019-12-25,,2020-01-05,,,,2.0,Man. The first half seems to be mostly unnecessary and way too long. ,
AA3E9D47-3570-4987-9257-778714C7284D,B1hSG45JCX4C,,9780441013593,Dune,,"Herbert, Frank",528,,Penguin,"Here is the novel that will be forever considered a triumph of the imagination. Set on the desert planet Arrakis, Dune is the story of the boy Paul Atreides, who would become the mysterious man known as Muad'Dib. He would avenge the traitorous plot against his noble family--and would bring to fruition humankind's most ancient and unattainable dream.

A stunning blend of adventure and mysticism, environmentalism and politics, Dune won the first Nebula Award, shared the Hugo Award, and formed the basis of what it undoubtedly the grandest epic in science fiction.",Action & Adventure; Fiction; Science Fiction,en,2020-04-18,,2020-05-24,,,,4.0,,
10C52500-B5D8-4CC1-9043-5A0AF65F7A04,B4zIAgAAQBAJ,,9780345539823,Golden Son,,"Brown, Pierce",464,,Random House Publishing Group,"NEW YORK TIMES BESTSELLER • Red Rising hit the ground running and wasted no time becoming a sensation. Golden Son continues the stunning saga of Darrow, a rebel forged by tragedy, battling to lead his oppressed people to freedom.

NAMED ONE OF THE BEST BOOKS OF THE YEAR BY NPR, BUZZFEED, AND BOOKLIST • “Gripping . . . On virtually every level, this is a sequel that hates sequels—a perfect fit for a hero who already defies the tropes. [Grade:] A”—Entertainment Weekly

As a Red, Darrow grew up working the mines deep beneath the surface of Mars, enduring backbreaking labor while dreaming of the better future he was building for his descendants. But the Society he faithfully served was built on lies. Darrow’s kind have been betrayed and denied by their elitist masters, the Golds—and their only path to liberation is revolution. And so Darrow sacrifices himself in the name of the greater good for which Eo, his true love and inspiration, laid down her own life. He becomes a Gold, infiltrating their privileged realm so that he can destroy it from within.

A lamb among wolves in a cruel world, Darrow finds friendship, respect, and even love—but also the wrath of powerful rivals. To wage and win the war that will change humankind’s destiny, Darrow must confront the treachery arrayed against him, overcome his all-too-human desire for retribution—and strive not for violent revolt but a hopeful rebirth. Though the road ahead is fraught with danger and deceit, Darrow must choose to follow Eo’s principles of love and justice to free his people.

He must live for more.

Praise for Golden Son
 
“Stirring . . . Comparisons to The Hunger Games and Game of Thrones series are inevitable, for this tale has elements of both.”—Kirkus Reviews

“Brown writes layered, flawed characters . . . but plot is his most breathtaking strength. . . . Every action seems to flow into the next.”—NPR

Don’t miss any of Pierce Brown’s Red Rising Saga:
RED RISING • GOLDEN SON • MORNING STAR • IRON GOLD • DARK AGE",Action & Adventure; Dystopian; Fiction; Science Fiction,en,2019-03-17,,2019-03-31,,,,,,
CB50B07B-0D44-4077-A18E-D0DF2C94832F,BFIxDwAAQBAJ,,9780316517973,Arm of the Sphinx,,"Bancroft, Josiah",384,,Orbit,"Senlin continues his ascent up the tower in the word-of-mouth phenomenon fantasy series about one man's dangerous journey through a labyrinthine world. 
""One of my favorite books of all time"" - Mark Lawrence on Senlin Ascends
The Tower of Babel is proving to be as difficult to reenter as it was to break out of. Forced into a life of piracy, Senlin and his eclectic crew are struggling to survive aboard their stolen airship as the hunt to rescue Senlin's lost wife continues.
Hopeless and desolate, they turn to a legend of the Tower, the mysterious Sphinx. But help from the Sphinx never comes cheaply, and as Senlin knows, debts aren't always what they seem in the Tower of Babel.
Time is running out, and now Senlin must choose between his friends, his freedom, and his wife.
Does anyone truly escape the Tower?
The Books of BabelSenlin AscendsArm of the SphinxThe Hod King",Action & Adventure; Epic; Fantasy; Fiction; Historical,en,2019-12-19,,2019-12-24,,,,,,
1069AE16-7402-4FB4-BB1E-CF27CC3CC72C,BNBFEAAAQBAJ,,9780593358610,Star Wars: Shadow of the Sith,,"Christopher, Adam",496,,Random House Worlds,"Luke Skywalker and Lando Calrissian return in this essential novel set between Return of the Jedi and The Force Awakens.

The Empire is dead. Nearly two decades after the Battle of Endor, the tattered remnants of Palpatine’s forces have fled to the farthest reaches of the galaxy. But for the heroes of the New Republic, danger and loss are ever-present companions, even in this newly forged era of peace.

Jedi Master Luke Skywalker is haunted by visions of the dark side, foretelling an ominous secret growing somewhere in the depths of space, on a dead world called Exegol. The disturbance in the Force is undeniable . . . and Luke’s worst fears are confirmed when his old friend Lando Calrissian comes to him with reports of a new Sith menace.

After Lando’s daughter was stolen from his arms, he searched the stars for any trace of his lost child. But every new rumor leads only to dead ends and fading hopes—until he crosses paths with Ochi of Bestoon, a Sith assassin tasked with kidnapping a young girl.

Ochi’s true motives remain shrouded to Luke and Lando. For on a junkyard moon, a mysterious envoy of the Sith Eternal has bequeathed a sacred blade to the assassin, promising that it will answer the questions that have haunted him since the Empire fell. In exchange, he must complete a final mission: Return to Exegol with the key to the Sith’s glorious rebirth—Rey, the granddaughter of Darth Sidious himself.

As Ochi hunts Rey and her parents to the edge of the galaxy, Luke and Lando race into the mystery of the Sith’s lingering shadow and aid a young family running for their lives.",Action & Adventure; Fiction; Media Tie-In; Science Fiction; Space Opera,en,2022-07-02,,2022-08-05,,,,,,
220FB59C-E1A6-48E6-B876-6D047EAFFACE,BZO1DgAAQBAJ,,9781940456850,The Caledonian Gambit,A Novel,"Moren, Dan",312,,Skyhorse,"The galaxy is mired in a cold war between two superpowers, the Illyrican Empire and the Commonwealth. Thrust between this struggle are Simon Kovalic, the Commonwealth’s preeminent spy, and Kyle Rankin, a lowly soldier happily scrubbing toilets on Sabea, a remote and isolated planet. However, nothing is as it seems.

Kyle Rankin is a lie. His real name is Eli Brody, and he fled his home world of Caledonia years ago. Simon Kovalic knows Caledonia is a lit fuse hurtling towards detonation. The past Brody so desperately tried to abandon can grant him access to people and places that are off limits even to a professional spy like Kovalic.

Kovalic needs Eli Brody to come home and face his past. With Brody suddenly cast in a play he never auditioned for, he and Kovalic will quickly realize it’s everything they don’t know that will tip the scales of galactic peace. Sounds like a desperate plan, sure, but what gambit isn’t?

The Caledonian Gambit is a throwback to the classic sci-fi adventures of spies and off-world politics, but filled to the brim with modern sensibilities.",Action & Adventure; Alien Contact; Fiction; Military; Science Fiction; Space Opera; Suspense; Thrillers,en,2020-11-14,,2020-11-27,,,,,,
1C9CA270-9162-43D5-915B-54526802074F,Bf0NDAAAQBAJ,,9780262034548,Turing's Vision,The Birth of Computer Science,"Bernhardt, Chris",189,,MIT Press,"In 1936, when he was just twenty-four years old, Alan Turing wrote a remarkable paper in which he outlined the theory of computation, laying out the ideas that underlie all modern computers. This groundbreaking and powerful theory now forms the basis of computer science. In Turing's Vision, Chris Bernhardt explains the theory, Turing's most important contribution, for the general reader. Bernhardt argues that the strength of Turing's theory is its simplicity, and that, explained in a straightforward manner, it is eminently understandable by the nonspecialist. As Marvin Minsky writes, ""The sheer simplicity of the theory's foundation and extraordinary short path from this foundation to its logical and surprising conclusions give the theory a mathematical beauty that alone guarantees it a permanent place in computer theory."" Bernhardt begins with the foundation and systematically builds to the surprising conclusions. He also views Turing's theory in the context of mathematical history, other views of computation (including those of Alonzo Church), Turing's later work, and the birth of the modern computer.

In the paper, ""On Computable Numbers, with an Application to the Entscheidungsproblem,"" Turing thinks carefully about how humans perform computation, breaking it down into a sequence of steps, and then constructs theoretical machines capable of performing each step. Turing wanted to show that there were problems that were beyond any computer's ability to solve; in particular, he wanted to find a decision problem that he could prove was undecidable. To explain Turing's ideas, Bernhardt examines three well-known decision problems to explore the concept of undecidability; investigates theoretical computing machines, including Turing machines; explains universal machines; and proves that certain problems are undecidable, including Turing's problem concerning computable numbers.",Computer Science; Computers; History,en,2018-02-01,,2018-02-15,,,,,,
D7FD0E9E-DEF6-43AB-A7EE-6C15B60F689D,CcJFDwAAQBAJ,,9781524731663,Bad Blood,Secrets and Lies in a Silicon Valley Startup,"Carreyrou, John",352,,Knopf Doubleday Publishing Group,"NEW YORK TIMES BEST SELLER •  NAMED ONE OF THE BEST BOOKS OF THE YEAR BY: NPR, The New York Times Book Review, Time, Wall Street Journal, Washington Post • The McKinsey Business Book of the Year 

The full inside story of the breathtaking rise and shocking collapse of Theranos, the one-time multibillion-dollar biotech startup founded by Elizabeth Holmes—now the subject of the HBO documentary The Inventor—by the prize-winning journalist who first broke the story and pursued it to the end.

“The story is even crazier than I expected, and I found myself unable to put it down once I started. This book has everything: elaborate scams, corporate intrigue, magazine cover stories, ruined family relationships, and the demise of a company once valued at nearly $10 billion.” —Bill Gates

In 2014, Theranos founder and CEO Elizabeth Holmes was widely seen as the female Steve Jobs: a brilliant Stanford dropout whose startup “unicorn” promised to revolutionize the medical industry with a machine that would make blood testing significantly faster and easier. Backed by investors such as Larry Ellison and Tim Draper, Theranos sold shares in a fundraising round that valued the company at more than $9 billion, putting Holmes’s worth at an estimated $4.7 billion. There was just one problem: The technology didn’t work.

A riveting story of the biggest corporate fraud since Enron, a tale of ambition and hubris set amid the bold promises of Silicon Valley.",Biomedical; Business & Economics; Corporate Finance; Entrepreneurship; Technology & Engineering; Venture Capital,en,2019-12-07,,2019-12-11,,,,,,
B5101CD5-E785-4B01-8F03-CAA87D5B3FFE,DKrhzQEACAAJ,,9781529101393,Star Wars: Victory's Price,,"Freed, Alexander",480,,Penguin Random House,"""The aces of the New Republic have one final chance to defeat the darkness of Shadow Wing in this thrilling conclusion to the Star Wars: Alphabet Squadron trilogy! In the wake of Yrica Quell's shocking decision--and one of the fiercest battles of their lives--the remnants of Alphabet Squadron seek answers and closure across a galaxy whose old war scars are threatening to reopen. Soran Keize has returned to the tip of Shadow Wing's spear. Operation Cinder, the terrifying protocol of planetary extermination which began in the twilight of the Imperial era, burns throughout the galaxy. Shadow Wing is no longer wounded prey fleeing the hunters of the New Republic. With its leader, its strength has returned, and its Star Destroyers and TIE squadrons lurk in the darkness between stars, carrying out the fallen Emperor's final edict of destruction--as well as another, stranger mission, one Keize has championed not for the dying Empire, but for its loyal soldiers. Alphabet Squadron's ships are as ramshackle and damaged as their spirits, but they've always had each other. Now, as they face the might of Keize's reborn juggernaut, they aren't even sure they have that. How do you catch a shadow? How do you kill it? And when you're finally victorious, who pays the price?""--Provided by publisher.",,en,2022-03-14,,2022-03-25,,,,,,
59BAAC4C-CB50-4535-849D-4B098C2BBF22,FIKMDwAAQBAJ,,9780399592102,The Ride of a Lifetime,Lessons Learned from 15 Years as CEO of the Walt Disney Company,"Iger, Robert",272,,Random House Publishing Group,"#1 NEW YORK TIMES BESTSELLER • A memoir of leadership and success: The executive chairman of Disney, Time’s 2019 businessperson of the year, shares the ideas and values he embraced during his fifteen years as CEO while reinventing one of the world’s most beloved companies and inspiring the people who bring the magic to life.

NAMED ONE OF THE BEST BOOKS OF THE YEAR BY NPR

Robert Iger became CEO of The Walt Disney Company in 2005, during a difficult time. Competition was more intense than ever and technology was changing faster than at any time in the company’s history. His vision came down to three clear ideas: Recommit to the concept that quality matters, embrace technology instead of fighting it, and think bigger—think global—and turn Disney into a stronger brand in international markets.

Today, Disney is the largest, most admired media company in the world, counting Pixar, Marvel, Lucasfilm, and 21st Century Fox among its properties. Its value is nearly five times what it was when Iger took over, and he is recognized as one of the most innovative and successful CEOs of our era.

In The Ride of a Lifetime, Robert Iger shares the lessons he learned while running Disney and leading its 220,000-plus employees, and he explores the principles that are necessary for true leadership, including:

• Optimism. Even in the face of difficulty, an optimistic leader will find the path toward the best possible outcome and focus on that, rather than give in to pessimism and blaming.
• Courage. Leaders have to be willing to take risks and place big bets. Fear of failure destroys creativity.
• Decisiveness. All decisions, no matter how difficult, can be made on a timely basis. Indecisiveness is both wasteful and destructive to morale.
• Fairness. Treat people decently, with empathy, and be accessible to them.

This book is about the relentless curiosity that has driven Iger for forty-five years, since the day he started as the lowliest studio grunt at ABC. It’s also about thoughtfulness and respect, and a decency-over-dollars approach that has become the bedrock of every project and partnership Iger pursues, from a deep friendship with Steve Jobs in his final years to an abiding love of the Star Wars mythology.

“The ideas in this book strike me as universal” Iger writes. “Not just to the aspiring CEOs of the world, but to anyone wanting to feel less fearful, more confidently themselves, as they navigate their professional and even personal lives.”",Biography & Autobiography; Business; Business & Economics; Direction & Production; Film; Leadership; Performing Arts,en,2020-11-28,,2020-11-29,,,,,,
089A0533-E4EE-406D-86E0-A4036335AC95,GJqVBgAAQBAJ,,9780345539854,Morning Star,,"Brown, Pierce",544,,Random House Publishing Group,"#1 NEW YORK TIMES BESTSELLER • Red Rising thrilled readers and announced the presence of a talented new author. Golden Son changed the game and took the story of Darrow to the next level. Now comes the exhilarating next chapter in the Red Rising Saga: Morning Star.

ITW THRILLER AWARD FINALIST • “[Brown’s] achievement is in creating an uncomfortably familiar world of flaw, fear, and promise.”—Entertainment Weekly

Darrow would have lived in peace, but his enemies brought him war. The Gold overlords demanded his obedience, hanged his wife, and enslaved his people. But Darrow is determined to fight back. Risking everything to transform himself and breach Gold society, Darrow has battled to survive the cutthroat rivalries that breed Society’s mightiest warriors, climbed the ranks, and waited patiently to unleash the revolution that will tear the hierarchy apart from within.

Finally, the time has come.

But devotion to honor and hunger for vengeance run deep on both sides. Darrow and his comrades-in-arms face powerful enemies without scruple or mercy. Among them are some Darrow once considered friends. To win, Darrow will need to inspire those shackled in darkness to break their chains, unmake the world their cruel masters have built, and claim a destiny too long denied—and too glorious to surrender.

Praise for Morning Star

“There is no one writing today who does shameless, Michael Bay–style action set pieces the way Brown does. The battle scenes are kinetic, bloody, breathless, crazy. Everything is on fire all the time.”—NPR

“Morning Star is this trilogy’s Return of the Jedi. . . . The impactful battles that make up most of Morning Star are damn near operatic. . . . It absolutely satisfies.”—Tordotcom

“Excellent . . . Brown’s vivid, first-person prose puts the reader right at the forefront of impassioned speeches, broken families, and engaging battle scenes . . . as this interstellar civil war comes to a most satisfying conclusion.”—Publishers Weekly (starred review)

“A page-turning epic filled with twists and turns . . . The conclusion to Brown’s saga is simply stellar.”—Booklist (starred review)

Don’t miss any of Pierce Brown’s Red Rising Saga:
RED RISING • GOLDEN SON • MORNING STAR • IRON GOLD • DARK AGE",Action & Adventure; Dystopian; Fiction; Science Fiction,en,2019-06-10,,2019-07-01,,,,,,
85000077-97FD-4A70-BFB3-A1F76619AA59,GrYsEAAAQBAJ,,9780593135204,Project Hail Mary,A Novel,"Weir, Andy",496,,Ballantine Books,"NEW YORK TIMES BESTSELLER * From the author of The Martian, a lone astronaut must save the earth from disaster in this ""propulsive"" (Entertainment Weekly), cinematic thriller full of suspense, humor, and fascinating science--in development as a major motion picture starring Ryan Gosling.

""An epic story of redemption, discovery and cool speculative sci-fi.""--USA Today

""If you loved The Martian, you'll go crazy for Weir's latest.""--The Washington Post

Ryland Grace is the sole survivor on a desperate, last-chance mission--and if he fails, humanity and the earth itself will perish.

Except that right now, he doesn't know that. He can't even remember his own name, let alone the nature of his assignment or how to complete it.

All he knows is that he's been asleep for a very, very long time. And he's just been awakened to find himself millions of miles from home, with nothing but two corpses for company.

His crewmates dead, his memories fuzzily returning, Ryland realizes that an impossible task now confronts him. Hurtling through space on this tiny ship, it's up to him to puzzle out an impossible scientific mystery--and conquer an extinction-level threat to our species.

And with the clock ticking down and the nearest human being light-years away, he's got to do it all alone.

Or does he?

An irresistible interstellar adventure as only Andy Weir could deliver, Project Hail Mary is a tale of discovery, speculation, and survival to rival The Martian--while taking us to places it never dreamed of going.",Action & Adventure; Fiction; Hard Science Fiction; Science Fiction; Suspense; Thrillers,en,2021-08-21,,2021-08-27,,,,,,
8F6E9E96-BCE4-4875-9FE2-C17022502EAD,HQdVDwAAQBAJ,,9780316518055,The Hod King,,"Bancroft, Josiah",624,,Orbit,"Thomas Senlin and his crew of outcasts have been separated, and now they must face the dangers of the labyrinthine tower on their own in this third book in the word-of-mouth phenomenon fantasy series.
""One of my favorite books of all time."" - Mark Lawrence on Senlin Ascends
Fearing an uprising, the Sphinx sends Senlin to investigate a plot that has taken hold in the ringdom of Pelphia. Alone in the city, Senlin infiltrates a bloody arena where hods battle for the public's entertainment. But his investigation is quickly derailed by a gruesome crime and an unexpected reunion.
Posing as a noble lady and her handmaid, Voleta and Iren attempt to reach Marya, who is isolated by her fame. While navigating the court, Voleta attracts the unwanted attention of a powerful prince whose pursuit of her threatens their plan.
Edith, now captain of the Sphinx's fierce flagship, joins forces with a fellow wakeman to investigate the disappearance of a beloved friend. She must decide who to trust as her desperate search brings her nearer to the Black Trail where the hods climb in darkness and whisper of the Hod King.
As Senlin and his crew become further dragged in to the conspiracies of the Tower, everything falls to one question: Who is The Hod King?
The Books of Babel:Senlin AscendsArm of the SphinxThe Hod King",Action & Adventure; Epic; Fantasy; Fiction; Historical,en,2020-01-12,,2020-01-26,,,,,,
BA8AA8FA-FA96-4768-ABDA-C1F73122FA82,HTLWDAAAQBAJ,,9780062473370,Dragon Teeth,A Novel,"Crichton, Michael",352,,HarperCollins,"Michael Crichton, the #1 New York Times bestselling author of Jurassic Park, returns to the world of paleontology in this recently discovered novel—a thrilling adventure set in the Wild West during the golden age of fossil hunting.

The year is 1876. Warring Indian tribes still populate America’s western territories even as lawless gold-rush towns begin to mark the landscape. In much of the country it is still illegal to espouse evolution. Against this backdrop two monomaniacal paleontologists pillage the Wild West, hunting for dinosaur fossils, while surveilling, deceiving and sabotaging each other in a rivalry that will come to be known as the Bone Wars.

Into this treacherous territory plunges the arrogant and entitled William Johnson, a Yale student with more privilege than sense. Determined to survive a summer in the west to win a bet against his arch-rival, William has joined world-renowned paleontologist Othniel Charles Marsh on his latest expedition.  But when the paranoid and secretive Marsh becomes convinced that William is spying for his nemesis, Edwin Drinker Cope, he abandons him in Cheyenne, Wyoming, a locus of crime and vice. William is forced to join forces with Cope and soon stumbles upon a discovery of historic proportions.  With this extraordinary treasure, however, comes exceptional danger, and William’s newfound resilience will be tested in his struggle to protect his cache, which pits him against some of the West’s most notorious characters.

A page-turner that draws on both meticulously researched history and an exuberant imagination, Dragon Teeth is based on the rivalry between real-life paleontologists Cope and Marsh; in William Johnson readers will find an inspiring hero only Michael Crichton could have imagined. Perfectly paced and brilliantly plotted, this enormously winning adventure is destined to become another Crichton classic.",Fiction; Historical; Thrillers,en,2018-07-27,,2018-08-10,,,,,,
53C5D9CF-F142-4D2F-A1B4-C0040F9F7C13,I6VxCwAAQBAJ,,9781938570124,Mistborn: Secret History,,"Sanderson, Brandon",242,,"Dragonsteel Entertainment, LLC","Note: This novella is included in Arcanum Unbounded: The Cosmere Collection, now available in print, ebook, and audiobook from Tor (US/Canada) and Gollancz (UK/Commonwealth).

Mistborn: Secret History is a companion story to the original Mistborn Trilogy.

As such, it contains huge spoilers for the books Mistborn (The Final Empire), The Well of Ascension, and The Hero of Ages. It also contains very minor spoilers for the book The Bands of Mourning.

Mistborn: Secret History builds upon the characterization, events, and worldbuilding of the original trilogy. Reading it without that background will be a confusing process at best.

In short, this isn’t the place to start your journey into Mistborn. (Though if you have read the trilogy—but it has been a while—you should be just fine, so long as you remember the characters and the general plot of the books.)

Saying anything more here risks revealing too much. Even knowledge of this story’s existence is, in a way, a spoiler.

There’s always another secret.",Epic; Fantasy; Fiction,en,2022-05-24,,2022-06-25,,,,,,
32198CDD-E891-4584-8379-E6766296B5B0,J8ahqXjUhAAC,,9780307887436,Ready Player One,,"Cline, Ernest",374,,Crown Publishers,"At once wildly original and stuffed with irresistible nostalgia, READY PLAYER ONE is a spectacularly genre-busting, ambitious, and charming debut—part quest novel, part love story, and part virtual space opera set in a universe where spell-slinging mages battle giant Japanese robots, entire planets are inspired by Blade Runner, and flying DeLoreans achieve light speed.

It’s the year 2044, and the real world is an ugly place.

Like most of humanity, Wade Watts escapes his grim surroundings by spending his waking hours jacked into the OASIS, a sprawling virtual utopia that lets you be anything you want to be, a place where you can live and play and fall in love on any of ten thousand planets.

And like most of humanity, Wade dreams of being the one to discover the ultimate lottery ticket that lies concealed within this virtual world. For somewhere inside this giant networked playground, OASIS creator James Halliday has hidden a series of fiendish puzzles that will yield massive fortune—and remarkable power—to whoever can unlock them.

For years, millions have struggled fruitlessly to attain this prize, knowing only that Halliday’s riddles are based in the pop culture he loved—that of the late twentieth century. And for years, millions have found in this quest another means of escape, retreating into happy, obsessive study of Halliday’s icons. Like many of his contemporaries, Wade is as comfortable debating the finer points of John Hughes’s oeuvre, playing Pac-Man, or reciting Devo lyrics as he is scrounging power to run his OASIS rig.

And then Wade stumbles upon the first puzzle.

Suddenly the whole world is watching, and thousands of competitors join the hunt—among them certain powerful players who are willing to commit very real murder to beat Wade to this prize. Now the only way for Wade to survive and preserve everything he knows is to win. But to do so, he may have to leave behind his oh-so-perfect virtual existence and face up to life—and love—in the real world he’s always been so desperate to escape.

A world at stake.
A quest for the ultimate prize.
Are you ready?",Fiction; Hard Science Fiction; Science Fiction,en,2018-05-16,,2018-05-31,,,,,,
439D01CD-5F26-476B-A0A5-283F9033EA0D,KWchDAAAQBAJ,,9781101966976,Empire's End: Aftermath (Star Wars),,"Wendig, Chuck",448,,Random House Publishing Group,"NEW YORK TIMES BESTSELLER • Following Star Wars: Aftermath and Star Wars: Life Debt, Chuck Wendig delivers the exhilarating conclusion to the New York Times bestselling trilogy set in the years between Return of the Jedi and The Force Awakens.

EVERY END IS A NEW BEGINNING.

As the final showdown between the New Republic and the Empire draws near, all eyes turn to a once-isolated planet: Jakku.

The Battle of Endor shattered the Empire, scattering its remaining forces across the galaxy. But the months following the Rebellion’s victory have not been easy. The fledgling New Republic has suffered a devastating attack from the Imperial remnant, forcing the new democracy to escalate its hunt for the hidden enemy.

For her role in the deadly ambush, Grand Admiral Rae Sloane is the most wanted Imperial war criminal—and one-time rebel pilot Norra Wexley, back in service at Leia’s urgent request, is leading the hunt. But more than just loyalty to the New Republic drives Norra forward: Her husband was turned into a murderous pawn in Sloane’s assassination plot, and now she wants vengeance as much as justice.

Sloane, too, is on a furious quest: pursuing the treacherous Gallius Rax to the barren planet Jakku. As the true mastermind behind the Empire’s devastating attack, Rax has led the Empire to its defining moment. The cunning strategist has gathered the powerful remnants of the Empire’s war machine, preparing to execute the late Emperor Palpatine’s final plan. As the Imperial fleet orbits Jakku, an armada of Republic fighters closes in to finish what began at Endor. Norra and her crew soar into the heart of an apocalyptic clash that will leave land and sky alike scorched. And the future of the galaxy will finally be decided.

Praise for Chuck Wendig’s Aftermath

“Star Wars: Aftermath [reveals] what happened after the events of 1983’s Return of the Jedi. It turns out, there’s more than just the Empire for the good guys to worry about.”—The Hollywood Reporter

“The Force is strong with Star Wars: Aftermath.”—Alternative Nation

“The Star Wars universe is fresh and new again, and just as rich and mysterious as it always was.”—Den of Geek!

Aftermath: Life Debt

“Compulsively readable, the kind of caramel-corn book you just keep stuffing in your face until it’s gone.”—Tordotcom

“Man oh man, this is good stuff. [Life Debt] reveals what Han and Chewie were up to after Return of the Jedi.”—io9

“Gripping reading . . . [This novel] hits the ground running.”—New York Daily News",Action & Adventure; Fiction; Science Fiction; Space Opera,en,2018-08-19,,2018-09-02,,,,,,
